Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS
-1341.078857421875,1048.7154541015625,1653.0,-979.93701171875,763.2431640625,1653.0,0.0,1.419596552848816,0.007553751580417156,10.0,1.0041353702545166,1.0041353702545166,1.0041353702545166,0.006740115117281675,0.0002997000119648874,1.0006619691848755,1653.0,-0.024703223258256912,-0.024703223258256912,0.043989162892103195,983.316162109375,983.316162109375,0.47498881816864014,0.9652957916259766,0.6822695732116699,0.2827792167663574,0.9650669097900391,1712.8350830078125
-1336.750732421875,1029.037109375,1653.0,-929.9744873046875,714.531005859375,1653.0,1.0,1.4174628257751465,0.006122866179794073,10.0,1.0033553838729858,1.0033553838729858,1.0033553838729858,0.00657685799524188,0.00029940000968053937,0.9985387325286865,3306.0,-0.022012434899806976,0.002690788358449936,-0.055151741951704025,954.1320190429688,-29.18414306640625,-2.8557307720184326,2.4084928035736084,0.6841294765472412,0.20445871353149414,0.8886063098907471,1860.2169189453125
-1351.85205078125,1051.5841064453125,1653.0,-862.2008666992188,671.933349609375,1653.0,2.0,1.4146009683609009,0.008640670217573643,10.0,0.9974398016929626,0.9974398016929626,0.9974398016929626,0.008619259111583233,0.00029910000739619136,0.99568110704422,4959.0,-0.027056323364377022,-0.0050438884645700455,0.05445009097456932,1008.2687377929688,54.13671875,-5.136083126068115,3.833055019378662,0.6704773902893066,0.19794678688049316,0.8684439659118652,1903.4049072265625
-1326.96923828125,1037.566162109375,1653.0,-807.887451171875,639.4486083984375,1653.0,3.0,1.4133729934692383,0.0077334376983344555,10.0,1.0007559061050415,1.0007559061050415,1.0007559061050415,0.006807586643844843,0.00029880000511184335,0.9944818615913391,6612.0,-0.023102957755327225,0.003953365609049797,-0.08247115463018417,816.5457153320312,-191.7230224609375,-6.9416584968566895,5.263204097747803,0.6344959735870361,0.225722074508667,0.860236406326294,1921.5653076171875
-1303.573974609375,1012.8800048828125,1653.0,-761.7439575195312,594.3902587890625,1653.0,4.0,1.412453293800354,0.007484935224056244,10.0,0.9941728711128235,0.9941728711128235,0.9941728711128235,0.007754676975309849,0.00029850000282749534,0.9936243295669556,8265.0,-0.021534044295549393,0.001568913459777832,-0.16762009263038635,725.0814819335938,-91.4642333984375,-8.542314529418945,6.65182638168335,0.6735727787017822,0.19355034828186035,0.8671422004699707,1906.26220703125
-1293.8162841796875,1002.7158813476562,1653.0,-724.783935546875,564.0866088867188,1653.0,5.0,1.4140357971191406,0.005229016300290823,10.0,1.0040855407714844,1.0040855407714844,1.0040855407714844,0.006094159092754126,0.0002982000005431473,0.9952112436294556,9918.0,-0.01612066850066185,0.005413375794887543,-0.06060484051704407,782.5029907226562,57.4215087890625,-10.116918563842773,8.154120445251465,0.6537599563598633,0.29998159408569336,0.9537599086761475,1733.1409912109375
-1278.6761474609375,989.2655639648438,1653.0,-700.0745849609375,540.1358032226562,1653.0,6.0,1.4120582342147827,0.0064294664189219475,10.0,1.0011664628982544,1.0011664628982544,1.0011664628982544,0.0070929694920778275,0.0002978999982587993,0.9932773113250732,11571.0,-0.023493334650993347,-0.007372666150331497,-0.021328618749976158,675.2996215820312,-107.203369140625,-11.59280014038086,9.527732849121094,0.6456875801086426,0.19733428955078125,0.8430390357971191,1960.7637939453125
-1279.0738525390625,980.665283203125,1653.0,-682.0694580078125,521.615478515625,1653.0,7.0,1.4094399213790894,0.004542010370641947,10.0,1.0012198686599731,1.0012198686599731,1.0012198686599731,0.00662739435210824,0.0002975999959744513,0.990726888179779,13224.0,-0.018149860203266144,0.005343474447727203,0.00795949250459671,784.1748046875,108.87518310546875,-13.005228042602539,10.926610946655273,0.6456248760223389,0.22119712829589844,0.8668410778045654,1906.9244384765625
-1279.5972900390625,972.1725463867188,1653.0,-653.720458984375,495.8001403808594,1653.0,8.0,1.4070438146591187,0.010232687927782536,10.0,1.0021251440048218,1.0021251440048218,1.0021251440048218,0.009697748348116875,0.0002972999936901033,0.9884318709373474,14877.0,-0.02865922451019287,-0.010509364306926727,-0.13158811628818512,770.846923828125,-13.327880859375,-14.43631649017334,12.326360702514648,0.6824061870574951,0.19745302200317383,0.8798770904541016,1878.6719970703125
-1274.9327392578125,961.9315185546875,1653.0,-633.8445434570312,477.11175537109375,1653.0,9.0,1.4066358804702759,0.004655622877180576,10.0,1.002365231513977,1.002365231513977,1.002365231513977,0.00791432335972786,0.0002969999914057553,0.9881866574287415,16530.0,-0.023472407832741737,0.005186816677451134,0.11574193835258484,681.2720336914062,-89.57489013671875,-15.835516929626465,13.699716567993164,0.6508936882019043,0.19287586212158203,0.8437883853912354,1959.0225830078125
