Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS
-1492.0931396484375,1139.463623046875,1653.0,-998.8023071289062,836.8605346679688,1653.0,0.0,1.4178112745285034,0.005625440739095211,10.0,1.004511833190918,1.004511833190918,1.004511833190918,0.006618326995521784,0.0002997000119648874,0.9988770484924316,1653.0,-0.024261726066470146,-0.024261726066470146,-0.17679226398468018,1184.481201171875,1184.481201171875,-0.1728392094373703,0.8635900020599365,0.6459906101226807,0.21732234954833984,0.8633325099945068,1914.6746826171875
-1419.2510986328125,1071.7772216796875,1653.0,-1009.1043090820312,835.5106201171875,1653.0,1.0,1.4143626689910889,0.007097426801919937,10.0,0.9998136162757874,0.9998136162757874,0.9998136162757874,0.00717020221054554,0.00029940000968053937,0.995468258857727,3306.0,-0.019892532378435135,0.004369193688035011,0.013213223777711391,966.9453125,-217.535888671875,-3.722881317138672,2.260615110397339,0.657984733581543,0.1908581256866455,0.8488624095916748,1947.3131103515625
-1387.3189697265625,1060.8082275390625,1653.0,-985.2656860351562,812.6259765625,1653.0,2.0,1.4131351709365845,0.006088529247790575,10.0,1.001343011856079,1.001343011856079,1.001343011856079,0.006879332475364208,0.00029910000739619136,0.9942988753318787,4959.0,-0.024072829633951187,-0.004180297255516052,0.038506679236888885,912.4749145507812,-54.47039794921875,-5.893692970275879,3.7687838077545166,0.6448390483856201,0.28412508964538574,0.9289810657501221,1779.369384765625
-1377.6676025390625,1053.769775390625,1653.0,-976.9351196289062,762.84765625,1653.0,3.0,1.4148626327514648,0.007451329845935106,10.0,1.0006065368652344,1.0006065368652344,1.0006065368652344,0.007318195421248674,0.00029880000511184335,0.9960293173789978,6612.0,-0.02289561927318573,0.0011772103607654572,0.0015692710876464844,944.9124755859375,32.43756103515625,-7.614396095275879,5.162449836730957,0.6626083850860596,0.19273114204406738,0.8553571701049805,1932.526611328125
-1362.151123046875,1046.019775390625,1653.0,-979.84228515625,765.869140625,1653.0,4.0,1.4157863855361938,0.007895272225141525,10.0,1.0016952753067017,1.0016952753067017,1.0016952753067017,0.00709140719845891,0.00029850000282749534,0.9969758987426758,8265.0,-0.023867182433605194,-0.0009715631604194641,0.07466037571430206,854.1090698242188,-90.80340576171875,-9.136052131652832,6.588867664337158,0.6465156078338623,0.2316875457763672,0.8782217502593994,1882.2130126953125
-1340.6593017578125,1033.0152587890625,1653.0,-974.961669921875,764.5120239257812,1653.0,5.0,1.413478970527649,0.005963827483355999,10.0,0.9998120069503784,0.9998120069503784,0.9998120069503784,0.008159593679010868,0.0002982000005431473,0.9947887063026428,9918.0,-0.025218546390533447,-0.0013513639569282532,-0.1183542013168335,757.8235473632812,-96.2855224609375,-10.66610050201416,7.967512130737305,0.6483461856842041,0.19271135330200195,0.8410751819610596,1965.3421630859375
-1321.3541259765625,1019.9912109375,1653.0,-963.14306640625,757.1761474609375,1653.0,6.0,1.4128531217575073,0.007737505249679089,10.0,0.9997971653938293,0.9997971653938293,0.9997971653938293,0.007103358395397663,0.0002978999982587993,0.9942727088928223,11571.0,-0.024202540516853333,0.0010160058736801147,-0.0057061417028307915,717.5061645507812,-40.3173828125,-12.089645385742188,9.386990547180176,0.6453354358673096,0.2142181396484375,0.8595712184906006,1923.0523681640625
-1307.651611328125,1011.444091796875,1653.0,-936.8499145507812,738.1419677734375,1653.0,7.0,1.4133074283599854,0.007902330718934536,10.0,0.9991848468780518,0.9991848468780518,0.9991848468780518,0.007571340538561344,0.0002975999959744513,0.9947890043258667,13224.0,-0.01934603415429592,0.004856506362557411,-0.09079538285732269,702.6936645507812,-14.8125,-13.54489803314209,10.811199188232422,0.6720936298370361,0.19338226318359375,0.865494966506958,1909.8902587890625
-1305.0611572265625,1007.687255859375,1653.0,-922.0870361328125,727.365478515625,1653.0,8.0,1.4110426902770996,0.0066371033899486065,10.0,1.0042483806610107,1.0042483806610107,1.0042483806610107,0.007108273915946484,0.0002972999936901033,0.9926197528839111,14877.0,-0.024391569197177887,-0.005045535042881966,0.006302978843450546,759.8493041992188,57.1556396484375,-14.997212409973145,12.25537109375,0.6174919605255127,0.2987189292907715,0.916229248046875,1804.1341552734375
-1298.5614013671875,1002.5335083007812,1653.0,-907.6565551757812,717.9861450195312,1653.0,9.0,1.4049599170684814,0.00643387483432889,10.0,0.999739944934845,0.999739944934845,0.999739944934845,0.006900705862790346,0.0002969999914057553,0.9865821599960327,16530.0,-0.02370452880859375,0.000687040388584137,0.04186795651912689,693.9464111328125,-65.90289306640625,-16.33734130859375,13.648700714111328,0.6595211029052734,0.19331049919128418,0.8528521060943604,1938.2030029296875
