Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier
-1155.0855712890625,1145.461181640625,1653.0,-886.0369262695312,1105.55810546875,1653.0,0.0,0.0003000000142492354,1653.0,1.8734428882598877,1.8734428882598877,0.10455480962991714,0.10455480962991714,-2.014641284942627,0.3164427578449249,0.3164427578449249,1.195513129234314,4.593164443969727,0.897057294845581,3.3332929611206055,0.3553578853607178,4.59305477142334,359.8912353515625,0.0009999999310821295
-902.68212890625,861.4400024414062,1653.0,-678.2348022460938,813.384765625,1653.0,1.0,0.0003000000142492354,3306.0,3.973719358444214,2.100276470184326,0.13672780990600586,0.032173000276088715,-4.326286792755127,0.21958734095096588,-0.09685541689395905,0.3879270553588867,9.273752212524414,0.9031612873077393,3.4246227741241455,0.34122180938720703,4.676694869995117,353.45477294921875,0.0009999999310821295
-736.09375,734.95068359375,1653.0,-519.5227661132812,611.5159912109375,1653.0,2.0,0.0003000000142492354,4959.0,4.6260457038879395,0.6523263454437256,0.12553083896636963,-0.01119697093963623,-4.939151287078857,0.3329559862613678,0.11336864531040192,-1.9052876234054565,13.954259872436523,0.9057908058166504,3.4320011138916016,0.331052303314209,4.6765899658203125,353.46270751953125,0.0009999999310821295
-655.027587890625,672.47802734375,1653.0,-463.0216979980469,529.05078125,1653.0,3.0,0.0003000000142492354,6612.0,5.327563285827637,0.7015175819396973,0.1305273473262787,0.004996508359909058,-5.6314873695373535,0.38291817903518677,0.04996219277381897,-3.0401060581207275,18.565053939819336,0.8893611431121826,3.3769264221191406,0.33301520347595215,4.606905937194824,358.8091735839844,0.0009999999310821295
-612.0200805664062,624.46484375,1653.0,-426.7884216308594,483.7798767089844,1653.0,4.0,0.0003000000142492354,8265.0,6.060997486114502,0.7334342002868652,0.13098761439323425,0.0004602670669555664,-6.3325324058532715,0.4186270534992218,0.035708874464035034,-4.017990589141846,23.237991333007812,0.8967969417572021,3.4375789165496826,0.3272426128387451,4.669276237487793,354.0163269042969,0.0009999999310821295
-568.8295288085938,564.509765625,1653.0,-391.2789001464844,437.5129699707031,1653.0,5.0,0.0003000000142492354,9918.0,6.744703769683838,0.6837062835693359,0.13746288418769836,0.006475269794464111,-6.98060941696167,0.48623529076576233,0.06760823726654053,-5.350701808929443,27.880998611450195,0.8879337310791016,3.4129507541656494,0.33089637756347656,4.6393585205078125,356.2992858886719,0.0009999999310821295
-545.9503784179688,544.03125,1653.0,-375.73687744140625,411.1924133300781,1653.0,6.0,0.0003000000142492354,11571.0,7.47194766998291,0.7272439002990723,0.14215244352817535,0.00468955934047699,-7.686629295349121,0.5208337306976318,0.03459843993186951,-6.592077732086182,32.548091888427734,0.8939456939697266,3.4310410022735596,0.3308568000793457,4.663452625274658,354.45843505859375,0.0009999999310821295
-520.1289672851562,508.4975280761719,1653.0,-387.2270202636719,466.8889465332031,1653.0,7.0,0.0003000000142492354,13224.0,8.280308723449707,0.8083610534667969,0.14964140951633453,0.00748896598815918,-8.501045227050781,0.5431910157203674,0.022357285022735596,-7.775272369384766,37.28714370727539,0.9048748016357422,3.490699529647827,0.33203649520874023,4.73538875579834,349.07379150390625,0.0009999999310821295
-503.4792785644531,467.20062255859375,1653.0,-368.62481689453125,430.1741638183594,1653.0,8.0,0.0003000000142492354,14877.0,8.96328067779541,0.6829719543457031,0.16031897068023682,0.010677561163902283,-9.197620391845703,0.5406067371368408,-0.0025842785835266113,-9.29818344116211,41.98036575317383,0.8904235363006592,3.463883876800537,0.3274657726287842,4.689545154571533,352.4862365722656,0.0009999999310821295
-507.94683837890625,469.08154296875,1653.0,-359.77423095703125,403.5682678222656,1653.0,9.0,0.0003000000142492354,16530.0,9.543524742126465,0.5802440643310547,0.1721840649843216,0.011865094304084778,-9.79106330871582,0.5601015686988831,0.019494831562042236,-10.673935890197754,46.61537170410156,0.8897457122802734,3.405444860458374,0.3283693790435791,4.63131046295166,356.9184265136719,0.0009999999310821295
