Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Value/alpha
-1105.8648681640625,874.1653442382812,1653.0,-431.44818115234375,347.159423828125,1653.0,0.0,0.0003000000142492354,1653.0,-1.053267240524292,-1.053267240524292,0.207760289311409,0.207760289311409,0.4133951663970947,3.7451727390289307,0.6394503116607666,2.6749236583709717,0.4243481159210205,3.745061159133911,441.38134765625,0.19999997317790985
-950.7642822265625,748.3407592773438,1653.0,-556.8697509765625,620.573974609375,1653.0,1.0,0.0003000000142492354,3306.0,-1.2514346837997437,-0.19816744327545166,0.12688429653644562,-0.08087599277496338,0.5780647993087769,7.5288777351379395,0.6403770446777344,2.7183151245117188,0.41504669189453125,3.780534267425537,437.23980712890625,0.19999998807907104
-828.8662719726562,645.9760131835938,1653.0,-574.6064453125,681.4127807617188,1653.0,2.0,0.0003000000142492354,4959.0,-1.8258438110351562,-0.5744091272354126,0.1009729728102684,-0.025911323726177216,1.158847689628601,11.27364730834961,0.6323349475860596,2.692559242248535,0.4108293056488037,3.7420032024383545,441.74200439453125,0.19999997317790985
-731.91455078125,554.531494140625,1653.0,-585.2076416015625,702.0999755859375,1653.0,3.0,0.0003000000142492354,6612.0,-2.5478355884552,-0.721991777420044,0.10012876242399216,-0.0008442103862762451,1.9022072553634644,15.011557579040527,0.6266813278198242,2.6908249855041504,0.41124391555786133,3.7351300716400146,442.554931640625,0.19999998807907104
-678.6377563476562,492.00689697265625,1653.0,-586.8502197265625,702.5035400390625,1653.0,4.0,0.0003000000142492354,8265.0,-3.3198957443237305,-0.7720601558685303,0.10313261300325394,0.00300385057926178,2.699803590774536,18.76138687133789,0.6277978420257568,2.704303741455078,0.40855836868286133,3.7470462322235107,441.14752197265625,0.19999997317790985
-652.4216918945312,440.07275390625,1653.0,-582.0867309570312,703.7536010742188,1653.0,5.0,0.0003000000142492354,9918.0,-4.115353107452393,-0.7954573631286621,0.11134256422519684,0.008209951221942902,3.5071682929992676,22.509763717651367,0.6273598670959473,2.6965301036834717,0.41533923149108887,3.745638608932495,441.31329345703125,0.19999998807907104
-616.7727661132812,407.97760009765625,1653.0,-581.4651489257812,710.27978515625,1653.0,6.0,0.0003000000142492354,11571.0,-4.967120170593262,-0.8517670631408691,0.11926936358213425,0.007926799356937408,4.377138137817383,26.253576278686523,0.6249790191650391,2.695866584777832,0.41375041007995605,3.741044044494629,441.85528564453125,0.19999997317790985
-587.268310546875,377.8788757324219,1653.0,-580.6127319335938,712.6531982421875,1653.0,7.0,0.0003000000142492354,13224.0,-5.89087438583374,-0.9237542152404785,0.12881286442279816,0.00954350084066391,5.307310104370117,30.087324142456055,0.6362366676330566,2.760591983795166,0.4276883602142334,3.8310041427612305,431.4795837402344,0.19999998807907104
-571.0465087890625,353.6206359863281,1653.0,-578.5645141601562,712.6382446289062,1653.0,8.0,0.0003000000142492354,14877.0,-6.738206386566162,-0.8473320007324219,0.1342693716287613,0.005456507205963135,6.163253307342529,33.857994079589844,0.6293013095855713,2.7193477153778076,0.4126110076904297,3.7678921222686768,438.7068786621094,0.19999997317790985
-568.7862548828125,336.93829345703125,1653.0,-580.63330078125,715.4637451171875,1653.0,9.0,0.0003000000142492354,16530.0,-7.503418922424316,-0.7652125358581543,0.1438034325838089,0.009534060955047607,6.93526554107666,37.63259506225586,0.6268734931945801,2.7218105792999268,0.4167459011077881,3.7718307971954346,438.2487487792969,0.19999998807907104
-557.6723022460938,318.5149841308594,1653.0,-577.4508056640625,707.739501953125,1653.0,10.0,0.0003000000142492354,18183.0,-8.269689559936523,-0.766270637512207,0.14888709783554077,0.0050836652517318726,7.69526481628418,41.377838134765625,0.6214430332183838,2.6990058422088623,0.415698766708374,3.742392063140869,441.6961364746094,0.19999997317790985
-545.5077514648438,301.8360900878906,1653.0,-577.3623046875,702.3809204101562,1653.0,11.0,0.0003000000142492354,19836.0,-9.1005859375,-0.8308963775634766,0.15407179296016693,0.00518469512462616,8.543004989624023,45.14572525024414,0.626640796661377,2.7182013988494873,0.4138753414154053,3.7651264667510986,439.02911376953125,0.19999998807907104
-546.6602783203125,291.65509033203125,1653.0,-579.7772216796875,701.7529296875,1653.0,12.0,0.0003000000142492354,21489.0,-9.841218948364258,-0.7406330108642578,0.16115312278270721,0.007081329822540283,9.29064655303955,48.91869354248047,0.6258692741394043,2.7174742221832275,0.4203834533691406,3.7701165676116943,438.447998046875,0.19999997317790985
-534.8464965820312,276.88983154296875,1653.0,-582.53076171875,704.1232299804688,1653.0,13.0,0.0003000000142492354,23142.0,-10.63437271118164,-0.7931537628173828,0.16657094657421112,0.005417823791503906,10.084319114685059,52.74984359741211,0.6358120441436768,2.7676515579223633,0.4171910285949707,3.8272812366485596,431.8992919921875,0.19999998807907104
