Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier
-1170.9080810546875,1285.363525390625,1653.0,-871.31689453125,1136.9083251953125,1653.0,0.0,0.0003000000142492354,1653.0,2.8954100608825684,2.8954100608825684,0.11366717517375946,0.11366717517375946,-3.0117435455322266,0.1843406707048416,0.1843406707048416,0.10127908736467361,4.548954010009766,0.8627743721008301,3.3203024864196777,0.358292818069458,4.548360824584961,363.42767333984375,0.0009999999310821295
-1045.7176513671875,1184.479736328125,1653.0,-805.0673828125,1004.2409057617188,1653.0,1.0,0.0003000000142492354,3306.0,4.188436985015869,1.2930269241333008,0.1570659875869751,0.04339881241321564,-4.4983696937561035,0.13225096464157104,-0.05208970606327057,-1.2286723852157593,9.047195434570312,0.8482537269592285,3.291220188140869,0.34822607040405273,4.494255065917969,367.8028869628906,0.0009999999310821295
-839.9723510742188,923.3410034179688,1653.0,-730.45068359375,961.1226196289062,1653.0,2.0,0.0003000000142492354,4959.0,5.294426441192627,1.1059894561767578,0.15115730464458466,-0.005908682942390442,-5.604827880859375,0.22732309997081757,0.09507213532924652,-2.945239305496216,13.464563369750977,0.8177571296691895,3.2558655738830566,0.33327221870422363,4.413466453552246,374.53558349609375,0.0009999999310821295
-735.30419921875,759.7804565429688,1653.0,-633.9996948242188,869.977783203125,1653.0,3.0,0.0003000000142492354,6612.0,5.894720077514648,0.6002936363220215,0.16912229359149933,0.017964988946914673,-6.315133571624756,0.24717490375041962,0.01985180377960205,-5.270130157470703,17.96353530883789,0.8396146297454834,3.323050022125244,0.32553529739379883,4.495287895202637,367.7184143066406,0.0009999999310821295
-671.8007202148438,727.444091796875,1653.0,-559.4214477539062,712.2643432617188,1653.0,4.0,0.0003000000142492354,8265.0,6.28769588470459,0.3929758071899414,0.1734793782234192,0.004357084631919861,-6.7016191482543945,0.20395706593990326,-0.04321783781051636,-7.995165824890137,22.408130645751953,0.8190610408782959,3.287997007369995,0.32698488235473633,4.4407219886779785,372.2367858886719,0.0009999999310821295
-622.0307006835938,622.4006958007812,1653.0,-494.8246154785156,603.9157104492188,1653.0,5.0,0.0003000000142492354,9918.0,6.966933250427246,0.6792373657226562,0.1645902544260025,-0.008889123797416687,-7.335673809051514,0.2623738646507263,0.05841679871082306,-10.2044038772583,26.870515823364258,0.8333518505096436,3.2920475006103516,0.32626795768737793,4.458498001098633,370.7527160644531,0.0009999999310821295
-577.9241943359375,545.7326049804688,1653.0,-445.3945007324219,525.2134399414062,1653.0,6.0,0.0003000000142492354,11571.0,7.522345542907715,0.5554122924804688,0.16087369620800018,-0.0037165582180023193,-7.850605487823486,0.2772221863269806,0.014848321676254272,-12.453560829162598,31.398866653442383,0.8479747772216797,3.343507766723633,0.32578325271606445,4.524482727050781,365.34564208984375,0.0009999999310821295
-544.0914306640625,488.9537658691406,1653.0,-414.2290344238281,467.70074462890625,1653.0,7.0,0.0003000000142492354,13224.0,8.097188949584961,0.5748434066772461,0.1539241373538971,-0.006949558854103088,-8.41476058959961,0.26852285861968994,-0.00869932770729065,-14.316699028015137,35.88595199584961,0.8386480808258057,3.3084206581115723,0.3291501998901367,4.4832258224487305,368.7077331542969,0.0009999999310821295
-524.220458984375,458.50494384765625,1653.0,-398.8040466308594,431.5465087890625,1653.0,8.0,0.0003000000142492354,14877.0,8.577960014343262,0.4807710647583008,0.1460990458726883,-0.007825091481208801,-8.86991024017334,0.22587230801582336,-0.04265055060386658,-15.918956756591797,40.49541091918945,0.8769180774688721,3.39103102684021,0.3300485610961914,4.605827808380127,358.8931579589844,0.0009999999310821295
-509.91424560546875,441.03045654296875,1653.0,-394.9375,422.6019592285156,1653.0,9.0,0.0003000000142492354,16530.0,9.12112045288086,0.5431604385375977,0.15544840693473816,0.009349361062049866,-9.389681816101074,0.2281138151884079,0.0022415071725845337,-17.46812629699707,45.0478401184082,0.8550865650177002,3.3582489490509033,0.32813596725463867,4.548792839050293,363.3931579589844,0.0009999999310821295
