Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS
-1556.7208251953125,1239.0439453125,1653.0,-1562.4737548828125,1217.9439697265625,1653.0,0.0,0.0003000000142492354,1653.0,1.851173996925354,1.851173996925354,0.16301600635051727,0.16301600635051727,-1.8776662349700928,3.5125248432159424,0.708798885345459,2.3383445739746094,0.4591410160064697,3.512415647506714,470.6163024902344
-1573.4849853515625,1217.8486328125,1653.0,-1600.64306640625,1216.77783203125,1653.0,1.0,0.0003000000142492354,3306.0,5.2128071784973145,3.3616331815719604,0.30029451847076416,0.1372785121202469,-5.238901138305664,7.037806034088135,0.708735466003418,2.3433098793029785,0.46317243576049805,3.5215539932250977,469.39508056640625
-1573.8564453125,1206.720458984375,1653.0,-1615.0615234375,1244.09228515625,1653.0,2.0,0.0003000000142492354,4959.0,8.454521179199219,3.2417140007019043,0.6191117763519287,0.31881725788116455,-8.469706535339355,10.58872127532959,0.707866907119751,2.3674633502960205,0.4660654067993164,3.547675848007202,465.9388732910156
-1594.079833984375,1203.246826171875,1653.0,-1637.7010498046875,1228.0517578125,1653.0,3.0,0.0003000000142492354,6612.0,11.681589126586914,3.2270679473876953,0.9333781599998474,0.3142663836479187,-11.781306266784668,14.134442329406738,0.7065894603729248,2.3711633682250977,0.4584665298461914,3.5424599647521973,466.62493896484375
-1554.9200439453125,1177.005615234375,1653.0,-1475.54248046875,1084.581787109375,1653.0,4.0,0.0003000000142492354,8265.0,8.925626754760742,-2.755962371826172,0.970819354057312,0.0374411940574646,-10.240890502929688,17.64319610595703,0.7046098709106445,2.3460299968719482,0.4486088752746582,3.505528450012207,471.54095458984375
-1444.3411865234375,1085.5064697265625,1653.0,-1385.2493896484375,1003.7698364257812,1653.0,5.0,0.0003000000142492354,9918.0,8.162576675415039,-0.7630500793457031,0.7652322053909302,-0.20558714866638184,-9.648448944091797,21.154590606689453,0.691082239151001,2.3734378814697266,0.4368631839752197,3.5076851844787598,471.2509765625
-1396.414306640625,1025.905029296875,1653.0,-1291.0633544921875,923.9569091796875,1653.0,6.0,0.0003000000142492354,11571.0,8.670549392700195,0.5079727172851562,0.520931601524353,-0.24430060386657715,-9.233419418334961,24.674068450927734,0.692258358001709,2.3773374557495117,0.44034361839294434,3.516251802444458,470.1029052734375
-1304.21240234375,957.8931884765625,1653.0,-1189.4837646484375,846.736328125,1653.0,7.0,0.0003000000142492354,13224.0,10.197280883789062,1.5267314910888672,0.5138886570930481,-0.007042944431304932,-10.699289321899414,28.242040634155273,0.7060554027557373,2.4069042205810547,0.44487547874450684,3.564262628555298,463.77056884765625
-1231.2314453125,894.455810546875,1653.0,-1108.21533203125,781.4735107421875,1653.0,8.0,0.0003000000142492354,14877.0,11.399496078491211,1.2022151947021484,0.5243054032325745,0.010416746139526367,-12.0065336227417,31.774656295776367,0.6930480003356934,2.394385576248169,0.43505430221557617,3.5288805961608887,468.4205322265625
-1169.29638671875,836.1339721679688,1653.0,-1034.781494140625,712.4140625,1653.0,9.0,0.0003000000142492354,16530.0,12.45883560180664,1.0593395233154297,0.5362597703933716,0.01195436716079712,-13.055558204650879,35.33283615112305,0.7016811370849609,2.4104108810424805,0.4361755847930908,3.554478645324707,465.04718017578125
-1101.7850341796875,776.3583984375,1653.0,-995.5191650390625,703.0963134765625,1653.0,10.0,0.0003000000142492354,18183.0,13.229920387268066,0.7710847854614258,0.5616902112960815,0.02543044090270996,-13.850658416748047,38.84584426879883,0.6867880821228027,2.3836917877197266,0.43245410919189453,3.509284496307373,471.0362548828125
-1043.7105712890625,728.366943359375,1653.0,-953.9965209960938,673.3201293945312,1653.0,11.0,0.0003000000142492354,19836.0,13.76740550994873,0.5374851226806641,0.6779997944831848,0.11630958318710327,-14.400075912475586,42.337982177734375,0.6824352741241455,2.3781838417053223,0.4218766689300537,3.4888575077056885,473.79412841796875
-999.0702514648438,685.1774291992188,1653.0,-896.4093017578125,625.4624633789062,1653.0,12.0,0.0003000000142492354,21489.0,14.002663612365723,0.2352581024169922,0.8035855293273926,0.12558573484420776,-14.673721313476562,45.83423614501953,0.676034688949585,2.368788719177246,0.44188809394836426,3.492985963821411,473.2341003417969
-949.2639770507812,641.5771484375,1653.0,-852.3421630859375,586.8472900390625,1653.0,13.0,0.0003000000142492354,23142.0,14.037734031677246,0.03507041931152344,0.641542911529541,-0.16204261779785156,-14.659062385559082,49.4239387512207,0.6973512172698975,2.4449284076690674,0.4371681213378906,3.5859689712524414,460.96331787109375
-908.7042236328125,603.9935302734375,1653.0,-833.9503173828125,587.5599975585938,1653.0,14.0,0.0003000000142492354,24795.0,14.396232604980469,0.35849857330322266,0.4898313879966736,-0.15171152353286743,-14.956565856933594,52.97623062133789,0.6898484230041504,2.41082501411438,0.4419436454772949,3.548926591873169,465.7746276855469
-881.9859619140625,587.4292602539062,1653.0,-822.791259765625,595.525390625,1653.0,15.0,0.0003000000142492354,26448.0,14.879668235778809,0.48343563079833984,0.4763094484806061,-0.013521939516067505,-15.427763938903809,56.536964416503906,0.6931242942810059,2.4171886444091797,0.4406888484954834,3.5574493408203125,464.6587829589844
-867.127197265625,584.213134765625,1653.0,-810.6327514648438,599.9642333984375,1653.0,16.0,0.0003000000142492354,28101.0,15.160970687866211,0.28130245208740234,0.47226759791374207,-0.004041850566864014,-15.686838150024414,60.11684036254883,0.6939365863800049,2.4383270740509033,0.43783140182495117,3.5766117572784424,462.1692810058594
-838.4006958007812,555.213623046875,1653.0,-799.0941772460938,602.590087890625,1653.0,17.0,0.0003000000142492354,29754.0,15.659852027893066,0.49888134002685547,0.44732511043548584,-0.024942487478256226,-16.15036964416504,63.67544174194336,0.6904644966125488,2.4249749183654785,0.4335598945617676,3.5553512573242188,464.9329833984375
-812.389404296875,529.6740112304688,1653.0,-772.6734008789062,576.7666015625,1653.0,18.0,0.0003000000142492354,31407.0,16.125991821289062,0.4661397933959961,0.4138321578502655,-0.03349295258522034,-16.59878158569336,67.18667602539062,0.6829800605773926,2.3891069889068604,0.4296588897705078,3.5079591274261475,471.2142028808594
-787.23193359375,506.6620178222656,1653.0,-751.9343872070312,558.3186645507812,1653.0,19.0,0.0003000000142492354,33060.0,16.674989700317383,0.5489978790283203,0.38661718368530273,-0.02721497416496277,-17.113622665405273,70.69905090332031,0.679938793182373,2.395500659942627,0.42748308181762695,3.5091145038604736,471.05908203125
-764.4346313476562,485.43304443359375,1653.0,-727.5426025390625,534.19873046875,1653.0,20.0,0.0003000000142492354,34713.0,17.193302154541016,0.5183124542236328,0.3634977638721466,-0.023119419813156128,-17.620281219482422,74.29135131835938,0.696239709854126,2.443366527557373,0.44294047355651855,3.589046001434326,460.568115234375
-741.782958984375,465.4694519042969,1653.0,-709.6236572265625,517.3311767578125,1653.0,21.0,0.0003000000142492354,36366.0,17.665164947509766,0.47186279296875,0.34381765127182007,-0.019680112600326538,-18.087663650512695,77.87459564208984,0.693162202835083,2.437870502471924,0.44266390800476074,3.5799944400787354,461.7325744628906
-722.8156127929688,448.3175048828125,1653.0,-691.4982299804688,498.7788391113281,1653.0,22.0,0.0003000000142492354,38019.0,18.169301986694336,0.5041370391845703,0.3221069276332855,-0.021710723638534546,-18.552242279052734,81.44339752197266,0.6960210800170898,2.4233365058898926,0.4398825168609619,3.565509557723999,463.6083679199219
-706.4495239257812,432.2877502441406,1653.0,-674.4745483398438,480.5675048828125,1653.0,23.0,0.0003000000142492354,39672.0,18.608928680419922,0.43962669372558594,0.30095475912094116,-0.02115216851234436,-18.97292137145996,85.0229721069336,0.6962594985961914,2.429969549179077,0.4377758502960205,3.570484161376953,462.96246337890625
-690.41259765625,417.52313232421875,1653.0,-659.074951171875,463.5868225097656,1653.0,24.0,0.0003000000142492354,41325.0,19.134531021118164,0.5256023406982422,0.29488980770111084,-0.006064951419830322,-19.483558654785156,88.61263275146484,0.6942918300628662,2.449712038040161,0.43604421615600586,3.586360216140747,460.91302490234375
-673.5689697265625,403.7451171875,1653.0,-641.0462036132812,447.7453308105469,1653.0,25.0,0.0003000000142492354,42978.0,19.629276275634766,0.49474525451660156,0.2910151779651642,-0.0038746297359466553,-19.97492218017578,92.16105651855469,0.6911873817443848,2.421481132507324,0.42612791061401367,3.5451157093048096,466.275390625
-658.3555908203125,391.2781982421875,1653.0,-624.7118530273438,432.7080078125,1653.0,26.0,0.0003000000142492354,44631.0,20.11603546142578,0.4867591857910156,0.2873052656650543,-0.0037099123001098633,-20.456256866455078,95.63587951660156,0.6754224300384521,2.372398614883423,0.4176175594329834,3.4715631008148193,476.1544189453125
-643.0181274414062,379.6510925292969,1653.0,-612.240234375,422.3951110839844,1653.0,27.0,0.0003000000142492354,46284.0,20.56222915649414,0.4461936950683594,0.2856275737285614,-0.00167769193649292,-20.89383888244629,99.14524841308594,0.6780190467834473,2.395034074783325,0.42654967308044434,3.505640745162964,471.52581787109375
-629.1636352539062,368.495361328125,1653.0,-600.2238159179688,410.8655090332031,1653.0,28.0,0.0003000000142492354,47937.0,21.013172149658203,0.4509429931640625,0.28075453639030457,-0.004873037338256836,-21.342365264892578,102.6683578491211,0.6830959320068359,2.406359910964966,0.42413878440856934,3.519836187362671,469.6242370605469
