Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/LR,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward_critic,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost_critic,Time/Total,Time/Rollout,Time/Update,Time/Evaluate,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier
-1101.4432373046875,1429.20166015625,1653.0,-1138.053466796875,1390.3236083984375,1653.0,0.0,0.0003000000142492354,1653.0,1.793860673904419,1.793860673904419,0.09122072160243988,0.09122072160243988,-1.901855707168579,0.5078050494194031,0.5078050494194031,0.5334354043006897,5.010617733001709,0.9985344409942627,3.540996551513672,0.4631505012512207,5.010507106781006,329.90673828125,0.0009999999310821295
-1119.7506103515625,1380.1375732421875,1653.0,-1131.8690185546875,1366.7177734375,1653.0,1.0,0.0003000000142492354,3306.0,5.007591247558594,3.213730573654175,0.15222899615764618,0.0610082745552063,-5.098697662353516,0.5668902397155762,0.059085190296173096,1.424252986907959,10.0347900390625,0.9869065284729004,3.563901662826538,0.4612600803375244,5.019843101501465,329.2931823730469,0.0009999999310821295
-1106.9698486328125,1357.1474609375,1653.0,-1032.6640625,1312.7186279296875,1653.0,2.0,0.0003000000142492354,4959.0,5.825728416442871,0.8181371688842773,0.2787468433380127,0.12651784718036652,-6.318967342376709,1.1225957870483398,0.5557055473327637,-0.1963367462158203,15.070259094238281,0.9919822216033936,3.5716443061828613,0.45949721336364746,5.031161785125732,328.5523681640625,0.0009999999310821295
-1030.18115234375,1266.53515625,1653.0,-952.2294921875,1193.6788330078125,1653.0,3.0,0.0003000000142492354,6612.0,7.129817962646484,1.3040895462036133,0.2039712816476822,-0.0747755616903305,-7.400032043457031,1.263484001159668,0.14088821411132812,-2.0302274227142334,20.192190170288086,1.003183364868164,3.6357421875,0.4700195789337158,5.1176557540893555,322.9994812011719,0.0009999999310821295
-927.0494995117188,1117.001953125,1653.0,-859.8883056640625,1049.646728515625,1653.0,4.0,0.0003000000142492354,8265.0,7.921319961547852,0.7915019989013672,0.2709132432937622,0.06694196164608002,-8.37794017791748,1.0785853862762451,-0.18489861488342285,-3.6431806087493896,25.231529235839844,0.9833288192749023,3.601532220840454,0.4416213035583496,5.034882068634033,328.3096008300781,0.0009999999310821295
-877.2025756835938,1079.63671875,1653.0,-787.0653686523438,950.0590209960938,1653.0,5.0,0.0003000000142492354,9918.0,8.248302459716797,0.3269824981689453,0.2864619791507721,0.015548735857009888,-8.856115341186523,1.180930256843567,0.10234487056732178,-4.933447360992432,30.246328353881836,0.968834400177002,3.593050003051758,0.44019317626953125,5.01047420501709,329.9089050292969,0.0009999999310821295
-837.9933471679688,1043.6685791015625,1653.0,-738.9923095703125,892.5109252929688,1653.0,6.0,0.0003000000142492354,11571.0,8.826239585876465,0.577937126159668,0.28406453132629395,-0.0023974478244781494,-9.269388198852539,1.421387791633606,0.24045753479003906,-7.065390110015869,35.31367492675781,0.9832789897918701,3.626922845840454,0.44484686851501465,5.06303596496582,326.4839782714844,0.0009999999310821295
-790.7406005859375,964.82275390625,1653.0,-695.8050537109375,827.6001586914062,1653.0,7.0,0.0003000000142492354,13224.0,9.467039108276367,0.6407995223999023,0.2626286745071411,-0.021435856819152832,-9.871763229370117,2.55763578414917,1.136247992515564,-8.071255683898926,40.33432388305664,0.9777493476867676,3.599116325378418,0.43059802055358887,5.016327857971191,329.5239562988281,0.0009999999310821295
-775.7827758789062,956.2369995117188,1653.0,-665.0504150390625,778.9278564453125,1653.0,8.0,0.0003000000142492354,14877.0,10.36378288269043,0.8967437744140625,0.2634195387363434,0.0007908642292022705,-10.75168514251709,1.8362541198730469,-0.721381664276123,-9.0958251953125,45.33709716796875,0.9672117233276367,3.5826759338378906,0.44020724296569824,4.998386383056641,330.7067565917969,0.0009999999310821295
-755.2631225585938,924.8390502929688,1653.0,-637.94140625,721.0656127929688,1653.0,9.0,0.0003000000142492354,16530.0,11.173526763916016,0.8097438812255859,0.3008789122104645,0.037459373474121094,-11.539772987365723,1.0087568759918213,-0.8274972438812256,-10.38193130493164,50.363521575927734,0.9735887050628662,3.60492205619812,0.43599414825439453,5.022547721862793,329.1158752441406,0.0009999999310821295
-735.8911743164062,883.9087524414062,1653.0,-616.0503540039062,674.183349609375,1653.0,10.0,0.0003000000142492354,18183.0,12.142961502075195,0.9694347381591797,0.3246382176876068,0.023759305477142334,-12.477569580078125,0.9024397730827332,-0.10631710290908813,-11.946681022644043,55.40322494506836,0.9718658924102783,3.6133575439453125,0.4421868324279785,5.03574800491333,328.2531433105469,0.0009999999310821295
-720.9246215820312,855.0361328125,1653.0,-604.6957397460938,652.76513671875,1653.0,11.0,0.0003000000142492354,19836.0,13.061538696289062,0.9185771942138672,0.3346079885959625,0.009969770908355713,-13.37539005279541,0.9352869391441345,0.03284716606140137,-14.065011978149414,60.38678741455078,0.9610757827758789,3.5814740657806396,0.42925095558166504,4.979619979858398,331.95306396484375,0.0009999999310821295
-704.323974609375,822.9388427734375,1653.0,-595.7924194335938,637.891845703125,1653.0,12.0,0.0003000000142492354,21489.0,13.985058784484863,0.9235200881958008,0.3696727752685547,0.03506478667259216,-14.288769721984863,0.9557324647903442,0.020445525646209717,-16.340246200561523,65.40803527832031,0.9721670150756836,3.602917432785034,0.43438005447387695,5.0173659324646,329.45574951171875,0.0009999999310821295
-691.8251342773438,797.6002197265625,1653.0,-589.6031494140625,626.9579467773438,1653.0,13.0,0.0003000000142492354,23142.0,14.93436050415039,0.9493017196655273,0.3910980820655823,0.021425306797027588,-15.221695899963379,0.9012228846549988,-0.05450958013534546,-18.34663963317871,70.42237091064453,0.9691586494445801,3.6050984859466553,0.4280550479888916,5.010406970977783,329.9133605957031,0.0009999999310821295
-684.1558227539062,779.1626586914062,1653.0,-585.8236694335938,619.1590576171875,1653.0,14.0,0.0003000000142492354,24795.0,15.821791648864746,0.8874311447143555,0.4172085225582123,0.026110440492630005,-16.113649368286133,0.8666520118713379,-0.03457087278366089,-20.08683967590332,75.44541931152344,0.9711818695068359,3.6005122661590576,0.4392099380493164,5.018985748291016,329.3494567871094,0.0009999999310821295
-690.2886962890625,799.70068359375,1653.0,-578.6309814453125,609.181640625,1653.0,15.0,0.0003000000142492354,26448.0,16.93286895751953,1.1110773086547852,0.4548247158527374,0.037616193294525146,-17.21002769470215,0.879529595375061,0.012877583503723145,-21.199378967285156,80.45335388183594,0.9700868129730225,3.5969150066375732,0.42851948738098145,5.003903865814209,330.34210205078125,0.0009999999310821295
-691.0987548828125,819.4923706054688,1653.0,-574.3997802734375,604.8084716796875,1653.0,16.0,0.0003000000142492354,28101.0,18.239683151245117,1.306814193725586,0.47572365403175354,0.020898938179016113,-18.499454498291016,0.9318860769271851,0.05235648155212402,-21.44010353088379,85.47908782958984,0.972846508026123,3.59993839263916,0.4357786178588867,5.016531944274902,329.5105285644531,0.0009999999310821295
-682.7901000976562,801.81494140625,1653.0,-570.6378173828125,595.1112060546875,1653.0,17.0,0.0003000000142492354,29754.0,19.221315383911133,0.9816322326660156,0.5116698741912842,0.03594622015953064,-19.527624130249023,0.9564505219459534,0.02456444501876831,-22.010847091674805,90.435302734375,0.9566590785980225,3.552476406097412,0.43541860580444336,4.95225715637207,333.7872009277344,0.0009999999310821295
