Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/TestEpRet,Metrics/TestEpCost,Metrics/TestEpLen,Train/Epoch,Train/Entropy,Train/KL,Train/StopIter,Train/PolicyRatio,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Train/LR,Train/PolicyStd,TotalEnvSteps,Loss/Loss_pi,Loss/Loss_pi/Delta,Value/Adv,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Value/cost,Time/Total,Time/Rollout,Time/Update,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std
-1008.15966796875,1070.100341796875,1653.0,-466.5308837890625,685.5369873046875,1653.0,0.0,1.420324444770813,0.007855350151658058,40.0,1.00148344039917,1.00148344039917,1.00148344039917,0.002816700143739581,0.0002997000119648874,1.001401424407959,1653.0,-0.02879578247666359,-0.02879578247666359,0.005163057707250118,544.2623291015625,544.2623291015625,0.21474117040634155,587.4749145507812,587.4749145507812,-0.04431256651878357,1.503885269165039,0.657686710357666,0.8460543155670166,1.5037591457366943,1099.245361328125,0.03599999099969864,0.03599999099969864,0.03599999099969864,0.0
-945.5777587890625,1061.14111328125,1653.0,-452.6577453613281,759.4356689453125,1653.0,1.0,1.4182473421096802,0.008213266730308533,40.0,1.000349760055542,1.000349760055542,1.000349760055542,0.0027652510907500982,0.00029940000968053937,0.9993840456008911,3306.0,-0.029024433344602585,-0.00022865086793899536,0.04688834398984909,438.1767578125,-106.0855712890625,-2.6744964122772217,578.5870971679688,-8.8878173828125,3.1121463775634766,3.4587032794952393,0.6676058769226074,0.7700376510620117,1.4376609325408936,1149.7845458984375,0.07099200785160065,0.07099200785160065,0.07099200785160065,0.0
-957.8118286132812,1083.3536376953125,1653.0,-458.5345764160156,772.7265625,1653.0,2.0,1.4106134176254272,0.011104149743914604,40.0,1.0019553899765015,1.0019553899765015,1.0019553899765015,0.0035614273510873318,0.00029910000739619136,0.9919387102127075,4959.0,-0.037058524787425995,-0.00803409144282341,-0.015828924253582954,515.1243896484375,76.9476318359375,-4.4806294441223145,664.2681274414062,85.6810302734375,5.002222061157227,5.483301162719727,0.6412899494171143,0.8466024398803711,1.4879095554351807,1110.954833984375,0.10600639879703522,0.10600639879703522,0.10600639879703522,0.0
-961.06494140625,1063.1756591796875,1653.0,-460.0649719238281,784.081787109375,1653.0,3.0,1.399534821510315,0.010492180474102497,40.0,1.0052433013916016,1.0052433013916016,1.0052433013916016,0.003247816115617752,0.00029880000511184335,0.9812887907028198,6612.0,-0.033477894961833954,0.003580629825592041,-0.016328122466802597,489.0682678222656,-26.056121826171875,-6.30096435546875,484.01788330078125,-180.250244140625,6.871769428253174,7.414752006530762,0.6448755264282227,0.7716326713562012,1.41652512550354,1166.9403076171875,0.14100530743598938,0.14100530743598938,0.14100530743598938,0.0
-955.2111206054688,1057.672607421875,1653.0,-458.9261169433594,839.07373046875,1653.0,4.0,1.3908950090408325,0.009828979149460793,40.0,0.9946255683898926,0.9946255683898926,0.9946255683898926,0.0035760770551860332,0.00029850000282749534,0.973151683807373,8265.0,-0.037474941462278366,-0.003997046500444412,-0.0014285503420978785,426.1361389160156,-62.93212890625,-8.355134010314941,498.4664001464844,14.448516845703125,8.948915481567383,9.349861145019531,0.6453635692596436,0.771254301071167,1.416635513305664,1166.849609375,0.17598718404769897,0.17598718404769897,0.17598718404769897,0.0
-947.697021484375,1043.772705078125,1653.0,-453.22900390625,857.9276733398438,1653.0,5.0,1.3848402500152588,0.010399416089057922,40.0,1.0030138492584229,1.0030138492584229,1.0030138492584229,0.0027447908651083708,0.0002982000005431473,0.9674375653266907,9918.0,-0.03526277095079422,0.002212170511484146,-0.04552227258682251,390.16644287109375,-35.969696044921875,-10.355401039123535,411.55816650390625,-86.90823364257812,11.024981498718262,11.363592147827148,0.6593940258026123,0.8332769870758057,1.4926934242248535,1107.3946533203125,0.21093608438968658,0.21093608438968658,0.21093608438968658,0.0
-928.5276489257812,1030.2611083984375,1653.0,-442.906005859375,862.18603515625,1653.0,6.0,1.3783760070800781,0.010869915597140789,40.0,1.003313422203064,1.003313422203064,1.003313422203064,0.002944152569398284,0.0002978999982587993,0.9614679217338562,11571.0,-0.035433754324913025,-0.00017098337411880493,-0.013146638870239258,302.045654296875,-88.12078857421875,-12.458084106445312,385.10333251953125,-26.454833984375,13.137626647949219,13.298166275024414,0.6450555324554443,0.7511091232299805,1.3961882591247559,1183.93798828125,0.24583971500396729,0.24583971500396729,0.24583971500396729,0.0
-925.794677734375,1015.8908081054688,1653.0,-433.86822509765625,858.3734741210938,1653.0,7.0,1.3741542100906372,0.012309239245951176,40.0,0.9944270253181458,0.9944270253181458,0.9944270253181458,0.003876263741403818,0.0002975999959744513,0.9578046798706055,13224.0,-0.03371972590684891,0.0017140284180641174,0.03524213284254074,353.3614196777344,51.315765380859375,-14.187801361083984,333.9507751464844,-51.152557373046875,14.9320707321167,15.302289962768555,0.6429998874664307,0.8319671154022217,1.4749860763549805,1120.688720703125,0.28068557381629944,0.28068557381629944,0.28068557381629944,0.0
-917.4055786132812,1004.842041015625,1653.0,-426.7414245605469,853.4771118164062,1653.0,8.0,1.3717013597488403,0.009971141815185547,40.0,1.0020411014556885,1.0020411014556885,1.0020411014556885,0.0036313964519649744,0.0002972999936901033,0.9559815526008606,14877.0,-0.03905307129025459,-0.005333345383405685,-0.036937251687049866,296.0894470214844,-57.27197265625,-15.950584411621094,332.76690673828125,-1.183868408203125,16.703187942504883,17.233074188232422,0.6423690319061279,0.7700555324554443,1.4124445915222168,1170.311767578125,0.31546851992607117,0.31546851992607117,0.31546851992607117,0.0
-909.9967651367188,980.4319458007812,1653.0,-420.45697021484375,854.9578247070312,1653.0,9.0,1.3692446947097778,0.010030325502157211,40.0,0.9996851682662964,0.9996851682662964,0.9996851682662964,0.0032066944986581802,0.0002969999914057553,0.9545448422431946,16530.0,-0.03215474262833595,0.00689832866191864,0.06411147117614746,280.14501953125,-15.944427490234375,-17.624723434448242,202.90798950195312,-129.85891723632812,18.396303176879883,19.18970489501953,0.6599557399749756,0.7712428569793701,1.4312174320220947,1154.9609375,0.35015636682510376,0.35015636682510376,0.35015636682510376,0.0
